scenario,fraction,prep_minutes,fold,origin,target_time,source_start,tau,eligible_alert_order_for_source,destination_start,delta_per_interval,status,observed_production,source_weight,destination_weight,scenario_label,demand_scope
D,0.2,15,0,2021-04-26 13:45:00,2021-04-26 14:45:00,2021-04-26 14:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-26 14:30:00,2021-04-26 15:30:00,2021-04-26 15:00:00,176.5,1,2021-04-26 20:15:00,1.773764667931583,applied,363.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-26 14:45:00,2021-04-26 15:45:00,2021-04-26 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 07:15:00,2021-04-27 08:15:00,2021-04-27 08:00:00,176.5,1,2021-04-27 21:15:00,4.88151763984477,applied,999.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 07:30:00,2021-04-27 08:30:00,2021-04-27 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 07:45:00,2021-04-27 08:45:00,2021-04-27 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 08:15:00,2021-04-27 09:15:00,2021-04-27 09:00:00,176.5,1,2021-04-27 21:15:00,3.347186770063731,applied,685.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 08:30:00,2021-04-27 09:30:00,2021-04-27 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 08:45:00,2021-04-27 09:45:00,2021-04-27 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 09:30:00,2021-04-27 10:30:00,2021-04-27 10:00:00,176.5,1,2021-04-27 21:15:00,7.593471884202976,applied,1554.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 09:45:00,2021-04-27 10:45:00,2021-04-27 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 10:15:00,2021-04-27 11:15:00,2021-04-27 11:00:00,176.5,1,2021-04-27 21:15:00,7.192786752604106,applied,1472.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 10:30:00,2021-04-27 11:30:00,2021-04-27 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 12:30:00,2021-04-27 13:30:00,2021-04-27 13:00:00,176.5,1,2021-04-27 21:15:00,7.270969217306323,applied,1488.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 12:45:00,2021-04-27 13:45:00,2021-04-27 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 13:45:00,2021-04-27 14:45:00,2021-04-27 14:00:00,176.5,1,2021-04-27 21:15:00,30.73548143605966,applied,6290.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 14:30:00,2021-04-27 15:30:00,2021-04-27 15:00:00,176.5,1,2021-04-27 20:15:00,4.339126790973129,applied,888.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-27 14:45:00,2021-04-27 15:45:00,2021-04-27 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 07:15:00,2021-04-28 08:15:00,2021-04-28 08:00:00,176.5,1,2021-04-28 21:15:00,1.2069417988404987,applied,247.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 07:30:00,2021-04-28 08:30:00,2021-04-28 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 07:45:00,2021-04-28 08:45:00,2021-04-28 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 08:15:00,2021-04-28 09:15:00,2021-04-28 09:00:00,176.5,1,2021-04-28 21:15:00,7.994157015801846,applied,1636.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 08:30:00,2021-04-28 09:30:00,2021-04-28 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 08:45:00,2021-04-28 09:45:00,2021-04-28 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 09:30:00,2021-04-28 10:30:00,2021-04-28 10:00:00,176.5,1,2021-04-28 21:15:00,2.2526322642326715,applied,461.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 09:45:00,2021-04-28 10:45:00,2021-04-28 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 10:15:00,2021-04-28 11:15:00,2021-04-28 11:00:00,176.5,1,2021-04-28 21:15:00,5.765956771788617,applied,1180.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 10:45:00,2021-04-28 11:45:00,2021-04-28 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 12:45:00,2021-04-28 13:45:00,2021-04-28 13:00:00,176.5,1,2021-04-28 21:15:00,11.302252553514467,applied,2313.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 13:30:00,2021-04-28 14:30:00,2021-04-28 14:00:00,176.5,1,2021-04-28 21:15:00,15.387286334205385,applied,3149.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 13:45:00,2021-04-28 14:45:00,2021-04-28 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 14:45:00,2021-04-28 15:45:00,2021-04-28 15:00:00,176.5,1,2021-04-28 20:15:00,4.59321980125534,applied,940.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-28 18:15:00,2021-04-28 19:15:00,2021-04-28 19:00:00,176.5,1,2021-04-28 20:15:00,2.115812951003789,applied,433.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 07:15:00,2021-04-29 08:15:00,2021-04-29 08:00:00,176.5,1,2021-04-29 21:15:00,4.212080285832024,applied,862.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 07:30:00,2021-04-29 08:30:00,2021-04-29 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 07:45:00,2021-04-29 08:45:00,2021-04-29 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 08:15:00,2021-04-29 09:15:00,2021-04-29 09:00:00,176.5,1,2021-04-29 21:15:00,4.168102649437026,applied,853.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 08:30:00,2021-04-29 09:30:00,2021-04-29 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 08:45:00,2021-04-29 09:45:00,2021-04-29 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 09:30:00,2021-04-29 10:30:00,2021-04-29 10:00:00,176.5,1,2021-04-29 21:15:00,10.026901098059527,applied,2052.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 09:45:00,2021-04-29 10:45:00,2021-04-29 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 10:15:00,2021-04-29 11:15:00,2021-04-29 11:00:00,176.5,1,2021-04-29 21:15:00,8.04302105624073,applied,1646.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 12:45:00,2021-04-29 13:45:00,2021-04-29 13:00:00,176.5,1,2021-04-29 21:15:00,3.3813915983709517,applied,692.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 13:45:00,2021-04-29 14:45:00,2021-04-29 14:00:00,176.5,1,2021-04-29 21:15:00,4.417309255675348,applied,904.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 14:45:00,2021-04-29 15:45:00,2021-04-29 15:00:00,176.5,1,2021-04-29 20:15:00,10.364062977087846,applied,2121.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-29 18:15:00,2021-04-29 19:15:00,2021-04-29 19:00:00,176.5,1,2021-04-29 20:15:00,8.947005804360135,applied,1831.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 07:15:00,2021-04-30 08:15:00,2021-04-30 08:00:00,176.5,1,2021-04-30 21:15:00,5.868571256710279,applied,1201.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 07:30:00,2021-04-30 08:30:00,2021-04-30 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 07:45:00,2021-04-30 08:45:00,2021-04-30 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 08:15:00,2021-04-30 09:15:00,2021-04-30 09:00:00,176.5,1,2021-04-30 21:15:00,3.464460467117059,applied,709.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 08:30:00,2021-04-30 09:30:00,2021-04-30 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 08:45:00,2021-04-30 09:45:00,2021-04-30 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 09:30:00,2021-04-30 10:30:00,2021-04-30 10:00:00,176.5,1,2021-04-30 21:15:00,2.7657046888409806,applied,566.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 09:45:00,2021-04-30 10:45:00,2021-04-30 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 10:15:00,2021-04-30 11:15:00,2021-04-30 11:00:00,176.5,1,2021-04-30 21:15:00,4.236512306051467,applied,867.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 10:30:00,2021-04-30 11:30:00,2021-04-30 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 10:45:00,2021-04-30 11:45:00,2021-04-30 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-04-30 12:45:00,2021-04-30 13:45:00,2021-04-30 13:00:00,176.5,1,2021-04-30 21:15:00,8.463251804015156,applied,1732.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 07:30:00,2021-05-03 08:30:00,2021-05-03 08:00:00,176.5,1,2021-05-03 21:15:00,3.830940770408708,applied,784.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 07:45:00,2021-05-03 08:45:00,2021-05-03 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 08:15:00,2021-05-03 09:15:00,2021-05-03 09:00:00,176.5,1,2021-05-03 21:15:00,5.555841397901405,applied,1137.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 08:30:00,2021-05-03 09:30:00,2021-05-03 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 08:45:00,2021-05-03 09:45:00,2021-05-03 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 09:30:00,2021-05-03 10:30:00,2021-05-03 10:00:00,176.5,1,2021-05-03 21:15:00,0.3176162628527628,applied,65.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 09:45:00,2021-05-03 10:45:00,2021-05-03 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 10:15:00,2021-05-03 11:15:00,2021-05-03 11:00:00,176.5,1,2021-05-03 21:15:00,7.681427156992972,applied,1572.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 10:30:00,2021-05-03 11:30:00,2021-05-03 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 10:45:00,2021-05-03 11:45:00,2021-05-03 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 12:15:00,2021-05-03 13:15:00,2021-05-03 13:00:00,176.5,1,2021-05-03 21:15:00,2.467634042163773,applied,505.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 12:30:00,2021-05-03 13:30:00,2021-05-03 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 12:45:00,2021-05-03 13:45:00,2021-05-03 13:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 13:15:00,2021-05-03 14:15:00,2021-05-03 14:00:00,176.5,1,2021-05-03 21:15:00,11.141001220066142,applied,2280.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 13:30:00,2021-05-03 14:30:00,2021-05-03 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 13:45:00,2021-05-03 14:45:00,2021-05-03 14:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 14:30:00,2021-05-03 15:30:00,2021-05-03 15:00:00,176.5,1,2021-05-03 20:15:00,8.92257378414069,applied,1826.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 14:45:00,2021-05-03 15:45:00,2021-05-03 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 15:15:00,2021-05-03 16:15:00,2021-05-03 16:00:00,176.5,1,2021-05-03 20:15:00,8.145635541162394,applied,1667.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 15:30:00,2021-05-03 16:30:00,2021-05-03 16:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-03 15:45:00,2021-05-03 16:45:00,2021-05-03 16:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 07:15:00,2021-05-04 08:15:00,2021-05-04 08:00:00,176.5,1,2021-05-04 21:15:00,2.3112691127593354,applied,473.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 07:30:00,2021-05-04 08:30:00,2021-05-04 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 07:45:00,2021-05-04 08:45:00,2021-05-04 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 08:15:00,2021-05-04 09:15:00,2021-05-04 09:00:00,176.5,1,2021-05-04 21:15:00,12.220896513765535,applied,2501.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 08:30:00,2021-05-04 09:30:00,2021-05-04 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 08:45:00,2021-05-04 09:45:00,2021-05-04 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 09:30:00,2021-05-04 10:30:00,2021-05-04 10:00:00,176.5,1,2021-05-04 21:15:00,3.4253692347659497,applied,701.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 09:45:00,2021-05-04 10:45:00,2021-05-04 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 10:15:00,2021-05-04 11:15:00,2021-05-04 11:00:00,176.5,1,2021-05-04 21:15:00,4.598106205299228,applied,941.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 10:30:00,2021-05-04 11:30:00,2021-05-04 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 10:45:00,2021-05-04 11:45:00,2021-05-04 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 12:15:00,2021-05-04 13:15:00,2021-05-04 13:00:00,176.5,1,2021-05-04 21:15:00,8.546320672761263,applied,1749.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 12:30:00,2021-05-04 13:30:00,2021-05-04 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 12:45:00,2021-05-04 13:45:00,2021-05-04 13:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 13:30:00,2021-05-04 14:30:00,2021-05-04 14:00:00,176.5,1,2021-05-04 21:15:00,3.2152538608787378,applied,658.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 13:45:00,2021-05-04 14:45:00,2021-05-04 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 14:30:00,2021-05-04 15:30:00,2021-05-04 15:00:00,176.5,1,2021-05-04 20:15:00,5.340839619970303,applied,1093.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 14:45:00,2021-05-04 15:45:00,2021-05-04 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-04 15:15:00,2021-05-04 16:15:00,2021-05-04 16:00:00,176.5,1,2021-05-04 20:15:00,3.4986652954242796,applied,716.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-05 07:15:00,2021-05-05 08:15:00,2021-05-05 08:00:00,176.5,1,,,invalid_observed_source_production,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-05 07:30:00,2021-05-05 08:30:00,2021-05-05 08:00:00,176.5,2,,,invalid_observed_source_production,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-05 07:45:00,2021-05-05 08:45:00,2021-05-05 08:00:00,176.5,3,,,invalid_observed_source_production,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 07:30:00,2021-05-06 08:30:00,2021-05-06 08:00:00,176.5,1,2021-05-06 21:15:00,2.071835314608791,applied,424.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 07:45:00,2021-05-06 08:45:00,2021-05-06 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 08:15:00,2021-05-06 09:15:00,2021-05-06 09:00:00,176.5,1,2021-05-06 21:15:00,9.425873400661223,applied,1929.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 08:30:00,2021-05-06 09:30:00,2021-05-06 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 08:45:00,2021-05-06 09:45:00,2021-05-06 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 09:30:00,2021-05-06 10:30:00,2021-05-06 10:00:00,176.5,1,2021-05-06 21:15:00,7.603244692290753,applied,1556.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 09:45:00,2021-05-06 10:45:00,2021-05-06 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 10:15:00,2021-05-06 11:15:00,2021-05-06 11:00:00,176.5,1,2021-05-06 21:15:00,12.0205539479661,applied,2460.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 10:30:00,2021-05-06 11:30:00,2021-05-06 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 10:45:00,2021-05-06 11:45:00,2021-05-06 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 12:15:00,2021-05-06 13:15:00,2021-05-06 13:00:00,176.5,1,2021-05-06 21:15:00,9.987809865708419,applied,2044.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 12:30:00,2021-05-06 13:30:00,2021-05-06 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 12:45:00,2021-05-06 13:45:00,2021-05-06 13:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 13:15:00,2021-05-06 14:15:00,2021-05-06 14:00:00,176.5,1,2021-05-06 21:15:00,3.914009639154816,applied,801.0,2.0,1.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 13:30:00,2021-05-06 14:30:00,2021-05-06 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 13:45:00,2021-05-06 14:45:00,2021-05-06 14:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 14:30:00,2021-05-06 15:30:00,2021-05-06 15:00:00,176.5,1,2021-05-06 20:15:00,23.13223674376891,applied,4734.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 14:45:00,2021-05-06 15:45:00,2021-05-06 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 15:15:00,2021-05-06 16:15:00,2021-05-06 16:00:00,176.5,1,2021-05-06 20:15:00,12.528739968530521,applied,2564.0,3.0,2.75,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 17:15:00,2021-05-06 18:15:00,2021-05-06 18:00:00,176.5,1,2021-05-06 20:45:00,7.818246470221855,applied,1600.0,3.0,2.25,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
D,0.2,15,0,2021-05-06 17:30:00,2021-05-06 18:30:00,2021-05-06 18:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
