segment_id,source,label,start,end,n_samples,duration_seconds
168,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:18:28.872,2022-07-12 00:18:31.372,26,2.6
169,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:18:36.700,2022-07-12 00:18:39.200,26,2.6
170,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:18:44.570,2022-07-12 00:18:45.970,15,1.5
171,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:18:52.512,2022-07-12 00:18:52.712,3,0.30000000000000004
172,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:00.468,2022-07-12 00:19:00.668,3,0.30000000000000004
173,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:09.428,2022-07-12 00:19:14.328,50,5.0
174,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:17.374,2022-07-12 00:19:22.274,50,5.0
175,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:24.471,2022-07-12 00:19:29.071,47,4.699999999999999
176,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:32.476,2022-07-12 00:19:35.776,34,3.4
177,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:40.568,2022-07-12 00:19:42.368,19,1.9000000000000001
178,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:48.638,2022-07-12 00:19:49.138,6,0.6
179,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:19:57.844,2022-07-12 00:20:02.744,50,5.0
180,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:04.636,2022-07-12 00:20:09.536,50,5.0
181,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:12.569,2022-07-12 00:20:16.269,38,3.8000000000000003
182,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:20.537,2022-07-12 00:20:23.037,26,2.6
183,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:28.517,2022-07-12 00:20:29.717,13,1.3
184,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:36.404,2022-07-12 00:20:36.504,2,0.2
185,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:45.131,2022-07-12 00:20:50.031,50,5.0
186,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:20:52.436,2022-07-12 00:20:56.636,43,4.3
187,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:00.416,2022-07-12 00:21:03.516,32,3.2
188,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:08.408,2022-07-12 00:21:10.208,19,1.9000000000000001
189,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:16.362,2022-07-12 00:21:16.962,7,0.7
190,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:25.804,2022-07-12 00:21:30.704,50,5.0
191,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:33.358,2022-07-12 00:21:37.458,42,4.199999999999999
192,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:41.500,2022-07-12 00:21:44.100,27,2.7
193,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:49.428,2022-07-12 00:21:51.928,26,2.6
194,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:21:57.262,2022-07-12 00:21:58.562,14,1.4000000000000001
195,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:05.224,2022-07-12 00:22:05.424,3,0.30000000000000004
196,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:07.078,2022-07-12 00:22:11.978,50,5.0
197,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:13.849,2022-07-12 00:22:18.749,50,5.0
198,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:21.169,2022-07-12 00:22:25.669,46,4.6
199,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:29.076,2022-07-12 00:22:32.176,32,3.2
200,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:37.072,2022-07-12 00:22:38.972,20,2.0
201,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:45.020,2022-07-12 00:22:45.620,7,0.7
202,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:22:53.936,2022-07-12 00:22:58.836,50,5.0
203,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:01.103,2022-07-12 00:23:05.703,47,4.699999999999999
204,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:09.220,2022-07-12 00:23:12.320,32,3.2
205,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:17.204,2022-07-12 00:23:20.404,33,3.3000000000000003
206,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:25.144,2022-07-12 00:23:27.244,22,2.2
207,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:33.047,2022-07-12 00:23:33.847,9,0.9
208,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:42.270,2022-07-12 00:23:47.170,50,5.0
209,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:48.975,2022-07-12 00:23:53.875,50,5.0
210,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:23:56.987,2022-07-12 00:24:00.487,36,3.6
211,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:04.940,2022-07-12 00:24:07.440,26,2.6
212,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:12.920,2022-07-12 00:24:14.020,12,1.2000000000000002
213,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:22.654,2022-07-12 00:24:27.554,50,5.0
214,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:29.596,2022-07-12 00:24:34.496,50,5.0
215,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:37.006,2022-07-12 00:24:41.106,42,4.199999999999999
216,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:45.075,2022-07-12 00:24:47.875,29,2.9
217,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:24:53.136,2022-07-12 00:24:54.836,18,1.8
218,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:01.153,2022-07-12 00:25:01.653,6,0.6
219,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:10.148,2022-07-12 00:25:15.048,50,5.0
220,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:17.084,2022-07-12 00:25:21.884,49,4.8999999999999995
221,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:25.093,2022-07-12 00:25:28.293,33,3.3000000000000003
222,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:33.044,2022-07-12 00:25:35.144,22,2.2
223,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:41.044,2022-07-12 00:25:41.744,8,0.7999999999999999
224,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:50.128,2022-07-12 00:25:55.028,50,5.0
225,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:25:57.187,2022-07-12 00:26:01.887,48,4.8
226,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:05.260,2022-07-12 00:26:08.460,33,3.3000000000000003
227,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:13.208,2022-07-12 00:26:15.308,22,2.2
228,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:21.091,2022-07-12 00:26:22.191,12,1.2000000000000002
229,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:29.067,2022-07-12 00:26:30.067,11,1.1
230,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:31.913,2022-07-12 00:26:36.813,50,5.0
231,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:38.648,2022-07-12 00:26:43.548,50,5.0
232,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:45.464,2022-07-12 00:26:50.364,50,5.0
233,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:26:53.334,2022-07-12 00:26:57.034,38,3.8000000000000003
234,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:01.423,2022-07-12 00:27:03.623,23,2.3000000000000003
235,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:09.388,2022-07-12 00:27:10.488,12,1.2000000000000002
236,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:17.417,2022-07-12 00:27:18.317,10,1.0
237,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:27.011,2022-07-12 00:27:31.911,50,5.0
238,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:33.464,2022-07-12 00:27:38.364,50,5.0
239,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:41.443,2022-07-12 00:27:45.143,38,3.8000000000000003
240,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:49.507,2022-07-12 00:27:51.807,24,2.4
241,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:27:57.407,2022-07-12 00:27:58.707,14,1.4000000000000001
242,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:07.313,2022-07-12 00:28:12.213,50,5.0
243,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:14.008,2022-07-12 00:28:18.908,50,5.0
244,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:21.540,2022-07-12 00:28:25.440,40,4.0
245,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:29.532,2022-07-12 00:28:32.332,29,2.9
246,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:37.546,2022-07-12 00:28:38.946,15,1.5
247,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:45.484,2022-07-12 00:28:45.584,2,0.2
248,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:28:54.024,2022-07-12 00:28:58.924,50,5.0
249,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:02.224,2022-07-12 00:29:07.124,50,5.0
250,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:09.592,2022-07-12 00:29:13.792,43,4.3
251,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:17.574,2022-07-12 00:29:20.674,32,3.2
252,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:25.707,2022-07-12 00:29:27.207,16,1.6
253,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:33.664,2022-07-12 00:29:33.964,4,0.4
254,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:35.745,2022-07-12 00:29:40.645,50,5.0
255,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:42.284,2022-07-12 00:29:47.184,50,5.0
256,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:50.008,2022-07-12 00:29:54.008,41,4.1
257,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:29:58.044,2022-07-12 00:30:00.544,26,2.6
258,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:05.936,2022-07-12 00:30:07.336,15,1.5
259,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:14.004,2022-07-12 00:30:14.204,3,0.30000000000000004
260,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:15.875,2022-07-12 00:30:20.775,50,5.0
261,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:22.688,2022-07-12 00:30:27.588,50,5.0
262,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:29.999,2022-07-12 00:30:34.199,43,4.3
263,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:38.043,2022-07-12 00:30:40.843,29,2.9
264,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:46.032,2022-07-12 00:30:47.532,16,1.6
265,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:30:53.910,2022-07-12 00:30:54.410,6,0.6
266,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:02.945,2022-07-12 00:31:07.845,50,5.0
267,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:10.998,2022-07-12 00:31:15.898,50,5.0
268,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:17.932,2022-07-12 00:31:22.832,50,5.0
269,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:25.907,2022-07-12 00:31:29.307,35,3.5
270,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:33.901,2022-07-12 00:31:36.101,23,2.3000000000000003
271,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:41.922,2022-07-12 00:31:42.722,9,0.9
272,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:51.200,2022-07-12 00:31:56.100,50,5.0
273,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:31:58.020,2022-07-12 00:32:02.920,50,5.0
274,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:05.948,2022-07-12 00:32:09.648,38,3.8000000000000003
275,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:13.976,2022-07-12 00:32:16.576,27,2.7
276,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:21.964,2022-07-12 00:32:23.164,13,1.3
277,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:29.766,2022-07-12 00:32:30.266,6,0.6
278,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:38.608,2022-07-12 00:32:43.508,50,5.0
279,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:45.771,2022-07-12 00:32:50.171,45,4.5
280,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:32:53.644,2022-07-12 00:32:56.744,32,3.2
281,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:01.594,2022-07-12 00:33:03.394,19,1.9000000000000001
282,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:09.576,2022-07-12 00:33:11.576,21,2.1
283,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:17.456,2022-07-12 00:33:18.156,8,0.7999999999999999
284,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:25.451,2022-07-12 00:33:26.251,9,0.9
285,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:34.840,2022-07-12 00:33:39.740,50,5.0
286,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:41.534,2022-07-12 00:33:46.434,50,5.0
287,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:49.428,2022-07-12 00:33:53.228,39,3.9
288,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:33:57.398,2022-07-12 00:33:59.898,26,2.6
289,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:05.379,2022-07-12 00:34:06.779,15,1.5
290,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:13.260,2022-07-12 00:34:13.560,4,0.4
291,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:15.359,2022-07-12 00:34:20.259,50,5.0
292,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:21.987,2022-07-12 00:34:26.887,50,5.0
293,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:29.244,2022-07-12 00:34:33.444,43,4.3
294,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:37.168,2022-07-12 00:34:41.568,45,4.5
295,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:45.928,2022-07-12 00:34:50.828,50,5.0
296,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:34:53.056,2022-07-12 00:34:57.656,47,4.699999999999999
297,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:01.171,2022-07-12 00:35:04.271,32,3.2
298,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:09.147,2022-07-12 00:35:11.147,21,2.1
299,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:17.136,2022-07-12 00:35:17.836,8,0.7999999999999999
300,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:25.092,2022-07-12 00:35:25.792,8,0.7999999999999999
301,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:34.214,2022-07-12 00:35:39.114,50,5.0
302,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:41.235,2022-07-12 00:35:45.935,48,4.8
303,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:49.315,2022-07-12 00:35:52.515,33,3.3000000000000003
304,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:35:57.296,2022-07-12 00:35:59.396,22,2.2
305,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:05.268,2022-07-12 00:36:06.168,10,1.0
306,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:07.998,2022-07-12 00:36:12.898,50,5.0
307,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:14.644,2022-07-12 00:36:19.544,50,5.0
308,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:21.560,2022-07-12 00:36:26.460,50,5.0
309,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:29.468,2022-07-12 00:36:32.968,36,3.6
310,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:37.428,2022-07-12 00:36:39.728,24,2.4
311,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:45.408,2022-07-12 00:36:46.608,13,1.3
312,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:53.119,2022-07-12 00:36:53.119,1,0.1
313,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:36:55.156,2022-07-12 00:37:00.056,50,5.0
314,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:02.032,2022-07-12 00:37:06.932,50,5.0
